tmdbId,title,genres
165,Back to the Future Part II,Adventure|Comedy|Sci-Fi
196,Back to the Future Part III,Adventure|Comedy|Sci-Fi|Western
3170,Bambi,Animation|Children|Drama
346,Seven Samurai (Shichinin no samurai),Action|Adventure|Drama
841,Dune,Adventure|Sci-Fi
242,"Godfather: Part III, The",Crime|Drama|Mystery|Thriller
857,Saving Private Ryan,Action|Drama|War
10439,Hocus Pocus,Children|Comedy|Fantasy|Horror
9354,"Honey, I Shrunk the Kids",Adventure|Children|Comedy|Fantasy|Sci-Fi
9631,"Negotiator, The",Action|Crime|Drama|Mystery|Thriller
9820,"Parent Trap, The",Children|Comedy|Romance
793,Blue Velvet,Drama|Mystery|Thriller
9325,"Jungle Book, The",Animation|Children|Comedy|Musical
10340,Lady and the Tramp,Animation|Children|Comedy|Romance
10144,"Little Mermaid, The",Animation|Children|Comedy|Musical|Romance
12230,101 Dalmatians (One Hundred and One Dalmatians),Adventure|Animation|Children
10693,Peter Pan,Animation|Children|Fantasy|Musical
11319,"Rescuers, The",Adventure|Animation|Children|Crime|Drama
15969,"Return of Jafar, The",Adventure|Animation|Children|Fantasy|Musical|Romance
10882,Sleeping Beauty,Animation|Children|Musical
97,Tron,Action|Adventure|Sci-Fi
87,Indiana Jones and the Temple of Doom,Action|Adventure|Fantasy
2907,"Addams Family, The",Children|Comedy|Fantasy
15144,Sixteen Candles,Comedy|Romance
805,Rosemary's Baby,Drama|Horror|Thriller
34584,"NeverEnding Story, The",Adventure|Children|Fantasy
36647,Blade,Action|Horror|Thriller
4011,Beetlejuice,Comedy|Fantasy
1580,Rope,Crime|Drama|Thriller
847,Willow,Action|Adventure|Fantasy
117,"Untouchables, The",Action|Crime|Drama
10220,Rounders,Drama
431,Cube,Horror|Mystery|Sci-Fi|Thriller
881,"Few Good Men, A",Crime|Drama|Thriller
2109,Rush Hour,Action|Comedy|Crime|Thriller
8195,Ronin,Action|Crime|Thriller
1091,"Thing, The",Action|Horror|Sci-Fi|Thriller
162,Edward Scissorhands,Drama|Fantasy|Romance
8916,Antz,Adventure|Animation|Children|Comedy|Fantasy
12159,What Dreams May Come,Adventure|Drama|Fantasy|Romance
1955,"Elephant Man, The",Drama
2657,Pleasantville,Comedy|Drama|Fantasy
637,Life Is Beautiful (La Vita è bella),Comedy|Drama|Romance|War
73,American History X,Crime|Drama
10663,"Waterboy, The",Comedy
297,Meet Joe Black,Romance
9798,Enemy of the State,Action|Thriller
9487,"Bug's Life, A",Adventure|Animation|Children|Comedy
707,"View to a Kill, A",Action|Adventure|Thriller
9336,Police Academy,Comedy|Crime
9837,"Prince of Egypt, The",Animation|Musical
11545,Rushmore,Comedy|Drama
1934,Shakespeare in Love,Comedy|Drama|Romance
1369,Rambo: First Blood Part II,Action|Adventure|Thriller
1368,First Blood (Rambo: First Blood),Action|Adventure|Drama|Thriller
1370,Rambo III,Action|Adventure|Thriller|War
9326,Romancing the Stone,Action|Adventure|Comedy|Romance
1367,Rocky II,Action|Drama
1371,Rocky III,Action|Drama
1374,Rocky IV,Action|Drama
1375,Rocky V,Action|Drama
1885,"Karate Kid, The",Drama
8856,"Karate Kid, Part II, The",Action|Adventure|Drama
5825,Christmas Vacation (National Lampoon's Christmas Vacation),Comedy
9489,You've Got Mail,Comedy|Romance
8741,"Thin Red Line, The",Action|Drama|War
9276,"Faculty, The",Horror|Sci-Fi
10312,Patch Adams,Comedy|Drama
9426,"Fly, The",Drama|Horror|Sci-Fi|Thriller
30497,"Texas Chainsaw Massacre, The",Horror
192,"Name of the Rose, The (Name der Rose, Der)",Crime|Drama|Mystery|Thriller
9671,Crocodile Dundee,Adventure|Comedy
2112,Payback,Action|Thriller
1542,Office Space,Comedy|Crime
8224,8MM,Drama|Mystery|Thriller
871,Planet of the Apes,Action|Drama|Sci-Fi
9535,Analyze This,Comedy
796,Cruel Intentions,Drama
100,"Lock, Stock & Two Smoking Barrels",Comedy|Crime|Thriller
603,"Matrix, The",Action|Sci-Fi|Thriller
4951,10 Things I Hate About You,Comedy|Romance
1946,eXistenZ,Action|Sci-Fi|Thriller
1844,Entrapment,Crime|Thriller
564,"Mummy, The",Action|Adventure|Comedy|Fantasy|Horror|Thriller
1893,Star Wars: Episode I - The Phantom Menace,Action|Adventure|Sci-Fi
1924,Superman,Action|Adventure|Sci-Fi
8536,Superman II,Action|Sci-Fi
9531,Superman III,Action|Adventure|Sci-Fi
36685,"Rocky Horror Picture Show, The",Comedy|Horror|Musical|Sci-Fi
509,Notting Hill,Comedy|Romance
817,Austin Powers: The Spy Who Shagged Me,Action|Adventure|Comedy
37135,Tarzan,Adventure|Animation|Children|Drama
10376,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)",Drama
104,Run Lola Run (Lola rennt),Action|Crime
9032,Big Daddy,Comedy
6488,Arachnophobia,Comedy|Horror
9473,"South Park: Bigger, Longer and Uncut",Animation|Comedy|Musical
8487,Wild Wild West,Action|Comedy|Sci-Fi|Western
2105,American Pie,Comedy|Romance
2667,"Blair Witch Project, The",Drama|Horror|Thriller
345,Eyes Wide Shut,Drama|Mystery|Thriller
620,Ghostbusters (a.k.a. Ghost Busters),Action|Comedy|Sci-Fi
2978,Ghostbusters II,Comedy|Fantasy|Sci-Fi
8914,Deep Blue Sea,Action|Horror|Sci-Fi|Thriller
4806,Runaway Bride,Comedy|Romance
967,Spartacus,Action|Drama|Romance|War
3175,Barry Lyndon,Drama|Romance|War
10386,"Iron Giant, The",Adventure|Animation|Children|Drama|Sci-Fi
745,"Sixth Sense, The",Drama|Horror|Mystery
813,Airplane!,Comedy
2280,Big,Comedy|Drama|Fantasy|Romance
1911,"13th Warrior, The",Action|Adventure|Fantasy
14,American Beauty,Drama|Romance
10669,Deliverance,Adventure|Drama|Thriller
6415,Three Kings,Action|Adventure|Comedy|Drama|War
861,Total Recall,Action|Adventure|Sci-Fi|Thriller
9377,Ferris Bueller's Day Off,Comedy
658,Goldfinger,Action|Adventure|Thriller
657,From Russia with Love,Action|Adventure|Thriller
646,Dr. No,Action|Adventure|Thriller
391,"Fistful of Dollars, A (Per un pugno di dollari)",Action|Western
772,Home Alone 2: Lost in New York,Children|Comedy
550,Fight Club,Action|Crime|Drama|Thriller
5548,RoboCop,Action|Crime|Drama|Sci-Fi|Thriller
5549,RoboCop 2,Action|Crime|Sci-Fi|Thriller
856,Who Framed Roger Rabbit?,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
699,For Your Eyes Only,Action|Adventure|Thriller
709,Licence to Kill,Action|Adventure|Thriller
253,Live and Let Die,Action|Adventure|Thriller
660,Thunderball,Action|Adventure|Thriller
492,Being John Malkovich,Comedy|Drama|Fantasy
128,Princess Mononoke (Mononoke-hime),Action|Adventure|Animation|Drama|Fantasy
9481,"Bone Collector, The",Thriller
9008,"Insider, The",Drama|Thriller
37094,Falling Down,Action|Drama
957,Spaceballs,Comedy|Sci-Fi
11886,Robin Hood,Adventure|Animation|Children|Comedy|Musical
1621,Trading Places,Comedy
1832,Dogma,Adventure|Comedy|Fantasy
2668,Sleepy Hollow,Fantasy|Horror|Mystery|Romance
36643,"World Is Not Enough, The",Action|Adventure|Thriller
11005,Awakenings,Drama|Mystery
9946,End of Days,Action|Fantasy|Horror|Mystery|Thriller
863,Toy Story 2,Adventure|Animation|Children|Comedy|Fantasy
497,"Green Mile, The",Crime|Drama
2277,Bicentennial Man,Drama|Romance|Sci-Fi
10137,Stuart Little,Children|Comedy|Fantasy
334,Magnolia,Drama
1850,Man on the Moon,Comedy|Drama
926,Galaxy Quest,Adventure|Comedy|Sci-Fi
1213,"Talented Mr. Ripley, The",Drama|Mystery|Thriller
3558,"Girl, Interrupted",Drama
5924,Papillon,Crime|Drama
2005,Sister Act,Comedy|Crime
9475,Scent of a Woman,Drama
8872,Wayne's World,Comedy
9869,Patriot Games,Action|Crime|Drama|Thriller
619,"Bodyguard, The",Drama|Romance|Thriller
9374,Death Becomes Her,Comedy|Fantasy
4234,Scream 3,Comedy|Horror|Mystery|Thriller
8374,"Boondock Saints, The",Action|Crime|Drama|Thriller
1907,"Beach, The",Adventure|Drama
2787,Pitch Black,Horror|Sci-Fi|Thriller
2069,"Whole Nine Yards, The",Comedy|Crime
901,City Lights,Comedy|Drama|Romance
622,"Ninth Gate, The",Fantasy|Horror|Mystery|Thriller
968,Dog Day Afternoon,Crime|Drama
820,JFK,Drama|Mystery|Thriller
462,Erin Brockovich,Drama
9532,Final Destination,Drama|Thriller
1541,Thelma & Louise,Adventure|Crime|Drama
1498,Teenage Mutant Ninja Turtles,Action|Children|Comedy|Fantasy|Sci-Fi
801,"Good Morning, Vietnam",Comedy|Drama|War
3082,Modern Times,Comedy|Drama|Romance
840,Close Encounters of the Third Kind,Adventure|Drama|Sci-Fi
243,High Fidelity,Comedy|Drama|Romance
10501,"Road to El Dorado, The",Animation|Children
879,Hook,Adventure|Comedy|Fantasy
1700,Misery,Drama|Horror|Thriller
10559,Frequency,Drama|Thriller
106,Predator,Action|Sci-Fi|Thriller
1359,American Psycho,Crime|Horror|Mystery|Thriller
1443,"Virgin Suicides, The",Drama|Romance
98,Gladiator,Action|Adventure|Drama
10567,Dinosaur,Adventure|Animation|Children
9285,Road Trip,Comedy
955,Mission: Impossible II,Action|Adventure|Thriller
8584,Shanghai Noon,Action|Adventure|Comedy|Western
668,On Her Majesty's Secret Service,Action|Adventure|Romance|Thriller
691,"Spy Who Loved Me, The",Action|Adventure|Thriller
698,Moonraker,Action|Adventure|Sci-Fi|Thriller
682,"Man with the Golden Gun, The",Action|Adventure|Thriller
9600,Big Momma's House,Comedy
11072,Blazing Saddles,Comedy|Western
985,Eraserhead,Drama|Horror
938,For a Few Dollars More (Per qualche dollaro in più),Action|Drama|Thriller|Western
169,Predator 2,Action|Sci-Fi|Thriller
865,"Running Man, The",Action|Sci-Fi
9659,Mad Max,Action|Adventure|Sci-Fi
8810,"Road Warrior, The (Mad Max 2)",Action|Adventure|Sci-Fi|Thriller
9355,Mad Max Beyond Thunderdome,Action|Adventure|Sci-Fi
9679,Gone in 60 Seconds,Action|Crime
6978,Big Trouble in Little China,Action|Adventure|Comedy|Fantasy
7443,Chicken Run,Animation|Children|Comedy
2123,"Me, Myself & Irene",Adventure|Comedy
2024,"Patriot, The",Action|Drama|War
2133,"Perfect Storm, The",Drama|Thriller
4247,Scary Movie,Comedy|Horror
1788,Footloose,Drama
36657,X-Men,Action|Adventure|Sci-Fi
2655,What Lies Beneath,Drama|Horror|Mystery
6282,Coyote Ugly,Comedy|Drama|Romance
9383,Hollow Man,Horror|Sci-Fi|Thriller
8843,"Cell, The",Drama|Horror|Thriller
37136,"Naked Gun: From the Files of Police Squad!, The",Action|Comedy|Crime|Romance
37137,"Naked Gun 2 1/2: The Smell of Fear, The",Comedy
1588,Bring It On,Comedy
786,Almost Famous,Drama
10637,Remember the Titans,Drama
9003,Hellraiser,Horror
1597,Meet the Parents,Comedy
641,Requiem for a Dream,Drama
71,Billy Elliot,Drama
1636,Bedazzled,Comedy
10647,Pay It Forward,Drama
4327,Charlie's Angels,Action|Comedy
9678,Little Nicky,Comedy
11978,Men of Honor,Drama
681,Diamonds Are Forever,Action|Adventure|Thriller
8452,"6th Day, The",Action|Sci-Fi|Thriller
8871,How the Grinch Stole Christmas (a.k.a. The Grinch),Children|Comedy|Fantasy
9741,Unbreakable,Drama|Sci-Fi
146,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",Action|Drama|Romance
2609,"Planes, Trains & Automobiles",Comedy
708,"Living Daylights, The",Action|Adventure|Thriller
10673,Wall Street,Drama
107,Snatch,Comedy|Crime|Thriller
392,Chocolat,Drama|Romance
8859,"Dude, Where's My Car?",Comedy|Sci-Fi
11688,"Emperor's New Groove, The",Adventure|Animation|Children|Comedy|Fantasy
3981,What Women Want,Comedy|Romance
8358,Cast Away,Drama
5994,"Family Man, The",Comedy|Drama|Romance
1493,Miss Congeniality,Comedy|Crime
134,"O Brother, Where Art Thou?",Adventure|Comedy|Crime
1900,Traffic,Crime|Drama|Thriller
96,Beverly Hills Cop II,Action|Comedy|Crime|Thriller
